 >TARREC   rectangular prism; AX,AY,AZ= 32.0000 64.0000 64.0000
    131072 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -32.50000 -32.50000 -32.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
    874  10  28   1 1 1 1
    875  11  28   1 1 1 1
    876  12  28   1 1 1 1
    877  13  28   1 1 1 1
    878  14  28   1 1 1 1
    879  15  28   1 1 1 1
    880  16  28   1 1 1 1
    881  17  28   1 1 1 1
    882  18  28   1 1 1 1
    883  19  28   1 1 1 1
    884  20  28   1 1 1 1
    885  21  28   1 1 1 1
    886  22  28   1 1 1 1
    887  23  28   1 1 1 1
    888  24  28   1 1 1 1
    889  25  28   1 1 1 1
    890  26  28   1 1 1 1
    891  27  28   1 1 1 1
    892  28  28   1 1 1 1
    893  29  28   1 1 1 1
    894  30  28   1 1 1 1
    895  31  28   1 1 1 1
    896  32  28   1 1 1 1
    897   1  29   1 1 1 1
    898   2  29   1 1 1 1
    899   3  29   1 1 1 1
    900   4  29   1 1 1 1
    901   5  29   1 1 1 1
    902   6  29   1 1 1 1
    903   7  29   1 1 1 1
    904   8  29   1 1 1 1
    905   9  29   1 1 1 1
    906  10  29   1 1 1 1
    907  11  29   1 1 1 1
    908  12  29   1 1 1 1
    909  13  29   1 1 1 1
    910  14  29   1 1 1 1
    911  15  29   1 1 1 1
    912  16  29   1 1 1 1
    913  17  29   1 1 1 1
    914  18  29   1 1 1 1
    915  19  29   1 1 1 1
    916  20  29   1 1 1 1
    917  21  29   1 1 1 1
    918  22  29   1 1 1 1
    919  23  29   1 1 1 1
    920  24  29   1 1 1 1
    921  25  29   1 1 1 1
    922  26  29   1 1 1 1
    923  27  29   1 1 1 1
    924  28  29   1 1 1 1
    925  29  29   1 1 1 1
    926  30  29   1 1 1 1
    927  31  29   1 1 1 1
    928  32  29   1 1 1 1
    929   1  30   1 1 1 1
    930   2  30   1 1 1 1
    931   3  30   1 1 1 1
    932   4  30   1 1 1 1
    933   5  30   1 1 1 1
    934   6  30   1 1 1 1
    935   7  30   1 1 1 1
    936   8  30   1 1 1 1
    937   9  30   1 1 1 1
    938  10  30   1 1 1 1
    939  11  30   1 1 1 1
    940  12  30   1 1 1 1
    941  13  30   1 1 1 1
    942  14  30   1 1 1 1
    943  15  30   1 1 1 1
    944  16  30   1 1 1 1
    945  17  30   1 1 1 1
    946  18  30   1 1 1 1
    947  19  30   1 1 1 1
    948  20  30   1 1 1 1
    949  21  30   1 1 1 1
    950  22  30   1 1 1 1
    951  23  30   1 1 1 1
    952  24  30   1 1 1 1
    953  25  30   1 1 1 1
    954  26  30   1 1 1 1
    955  27  30   1 1 1 1
    956  28  30   1 1 1 1
    957  29  30   1 1 1 1
    958  30  30   1 1 1 1
    959  31  30   1 1 1 1
    960  32  30   1 1 1 1
    961   1  31   1 1 1 1
    962   2  31   1 1 1 1
    963   3  31   1 1 1 1
    964   4  31   1 1 1 1
    965   5  31   1 1 1 1
    966   6  31   1 1 1 1
    967   7  31   1 1 1 1
    968   8  31   1 1 1 1
    969   9  31   1 1 1 1
    970  10  31   1 1 1 1
    971  11  31   1 1 1 1
    972  12  31   1 1 1 1
    973  13  31   1 1 1 1
    974  14  31   1 1 1 1
    975  15  31   1 1 1 1
    976  16  31   1 1 1 1
    977  17  31   1 1 1 1
    978  18  31   1 1 1 1
    979  19  31   1 1 1 1
    980  20  31   1 1 1 1
    981  21  31   1 1 1 1
    982  22  31   1 1 1 1
    983  23  31   1 1 1 1
    984  24  31   1 1 1 1
    985  25  31   1 1 1 1
    986  26  31   1 1 1 1
    987  27  31   1 1 1 1
    988  28  31   1 1 1 1
    989  29  31   1 1 1 1
    990  30  31   1 1 1 1
    991  31  31   1 1 1 1
    992  32  31   1 1 1 1
    993   1  32   1 1 1 1
    994   2  32   1 1 1 1
    995   3  32   1 1 1 1
    996   4  32   1 1 1 1
    997   5  32   1 1 1 1
    998   6  32   1 1 1 1
    999   7  32   1 1 1 1
   1000   8  32   1 1 1 1
   1001   9  32   1 1 1 1
   1002  10  32   1 1 1 1
   1003  11  32   1 1 1 1
   1004  12  32   1 1 1 1
   1005  13  32   1 1 1 1
   1006  14  32   1 1 1 1
   1007  15  32   1 1 1 1
   1008  16  32   1 1 1 1
   1009  17  32   1 1 1 1
   1010  18  32   1 1 1 1
   1011  19  32   1 1 1 1
   1012  20  32   1 1 1 1
   1013  21  32   1 1 1 1
   1014  22  32   1 1 1 1
   1015  23  32   1 1 1 1
   1016  24  32   1 1 1 1
   1017  25  32   1 1 1 1
   1018  26  32   1 1 1 1
   1019  27  32   1 1 1 1
   1020  28  32   1 1 1 1
   1021  29  32   1 1 1 1
   1022  30  32   1 1 1 1
   1023  31  32   1 1 1 1
   1024  32  32   1 1 1 1
   1025   1  33   1 1 1 1
   1026   2  33   1 1 1 1
   1027   3  33   1 1 1 1
   1028   4  33   1 1 1 1
   1029   5  33   1 1 1 1
   1030   6  33   1 1 1 1
   1031   7  33   1 1 1 1
   1032   8  33   1 1 1 1
   1033   9  33   1 1 1 1
   1034  10  33   1 1 1 1
   1035  11  33   1 1 1 1
   1036  12  33   1 1 1 1
   1037  13  33   1 1 1 1
   1038  14  33   1 1 1 1
   1039  15  33   1 1 1 1
   1040  16  33   1 1 1 1
   1041  17  33   1 1 1 1
   1042  18  33   1 1 1 1
   1043  19  33   1 1 1 1
   1044  20  33   1 1 1 1
   1045  21  33   1 1 1 1
   1046  22  33   1 1 1 1
   1047  23  33   1 1 1 1
   1048  24  33   1 1 1 1
   1049  25  33   1 1 1 1
   1050  26  33   1 1 1 1
   1051  27  33   1 1 1 1
   1052  28  33   1 1 1 1
   1053  29  33   1 1 1 1
   1054  30  33   1 1 1 1
   1055  31  33   1 1 1 1
   1056  32  33   1 1 1 1
   1057   1  34   1 1 1 1
   1058   2  34   1 1 1 1
   1059   3  34   1 1 1 1
   1060   4  34   1 1 1 1
   1061   5  34   1 1 1 1
   1062   6  34   1 1 1 1
   1063   7  34   1 1 1 1
   1064   8  34   1 1 1 1
   1065   9  34   1 1 1 1
   1066  10  34   1 1 1 1
   1067  11  34   1 1 1 1
   1068  12  34   1 1 1 1
   1069  13  34   1 1 1 1
   1070  14  34   1 1 1 1
   1071  15  34   1 1 1 1
   1072  16  34   1 1 1 1
   1073  17  34   1 1 1 1
   1074  18  34   1 1 1 1
   1075  19  34   1 1 1 1
   1076  20  34   1 1 1 1
   1077  21  34   1 1 1 1
   1078  22  34   1 1 1 1
   1079  23  34   1 1 1 1
   1080  24  34   1 1 1 1
   1081  25  34   1 1 1 1
   1082  26  34   1 1 1 1
   1083  27  34   1 1 1 1
   1084  28  34   1 1 1 1
   1085  29  34   1 1 1 1
   1086  30  34   1 1 1 1
   1087  31  34   1 1 1 1
   1088  32  34   1 1 1 1
   1089   1  35   1 1 1 1
   1090   2  35   1 1 1 1
   1091   3  35   1 1 1 1
   1092   4  35   1 1 1 1
   1093   5  35   1 1 1 1
   1094   6  35   1 1 1 1
   1095   7  35   1 1 1 1
   1096   8  35   1 1 1 1
   1097   9  35   1 1 1 1
   1098  10  35   1 1 1 1
   1099  11  35   1 1 1 1
   1100  12  35   1 1 1 1
   1101  13  35   1 1 1 1
   1102  14  35   1 1 1 1
   1103  15  35   1 1 1 1
   1104  16  35   1 1 1 1
   1105  17  35   1 1 1 1
   1106  18  35   1 1 1 1
   1107  19  35   1 1 1 1
   1108  20  35   1 1 1 1
   1109  21  35   1 1 1 1
   1110  22  35   1 1 1 1
   1111  23  35   1 1 1 1
   1112  24  35   1 1 1 1
   1113  25  35   1 1 1 1
   1114  26  35   1 1 1 1
   1115  27  35   1 1 1 1
   1116  28  35   1 1 1 1
   1117  29  35   1 1 1 1
   1118  30  35   1 1 1 1
   1119  31  35   1 1 1 1
   1120  32  35   1 1 1 1
   1121   1  36   1 1 1 1
   1122   2  36   1 1 1 1
   1123   3  36   1 1 1 1
   1124   4  36   1 1 1 1
   1125   5  36   1 1 1 1
   1126   6  36   1 1 1 1
   1127   7  36   1 1 1 1
   1128   8  36   1 1 1 1
   1129   9  36   1 1 1 1
   1130  10  36   1 1 1 1
   1131  11  36   1 1 1 1
   1132  12  36   1 1 1 1
   1133  13  36   1 1 1 1
   1134  14  36   1 1 1 1
   1135  15  36   1 1 1 1
   1136  16  36   1 1 1 1
   1137  17  36   1 1 1 1
   1138  18  36   1 1 1 1
   1139  19  36   1 1 1 1
   1140  20  36   1 1 1 1
   1141  21  36   1 1 1 1
   1142  22  36   1 1 1 1
   1143  23  36   1 1 1 1
   1144  24  36   1 1 1 1
   1145  25  36   1 1 1 1
   1146  26  36   1 1 1 1
   1147  27  36   1 1 1 1
   1148  28  36   1 1 1 1
   1149  29  36   1 1 1 1
   1150  30  36   1 1 1 1
   1151  31  36   1 1 1 1
   1152  32  36   1 1 1 1
   1153   1  37   1 1 1 1
   1154   2  37   1 1 1 1
   1155   3  37   1 1 1 1
   1156   4  37   1 1 1 1
   1157   5  37   1 1 1 1
   1158   6  37   1 1 1 1
   1159   7  37   1 1 1 1
   1160   8  37   1 1 1 1
   1161   9  37   1 1 1 1
   1162  10  37   1 1 1 1
   1163  11  37   1 1 1 1
   1164  12  37   1 1 1 1
   1165  13  37   1 1 1 1
   1166  14  37   1 1 1 1
   1167  15  37   1 1 1 1
   1168  16  37   1 1 1 1
   1169  17  37   1 1 1 1
   1170  18  37   1 1 1 1
   1171  19  37   1 1 1 1
   1172  20  37   1 1 1 1
   1173  21  37   1 1 1 1
   1174  22  37   1 1 1 1
   1175  23  37   1 1 1 1
   1176  24  37   1 1 1 1
   1177  25  37   1 1 1 1
   1178  26  37   1 1 1 1
   1179  27  37   1 1 1 1
   1180  28  37   1 1 1 1
   1181  29  37   1 1 1 1
   1182  30  37   1 1 1 1
   1183  31  37   1 1 1 1
   1184  32  37   1 1 1 1
   1185   1  38   1 1 1 1
   1186   2  38   1 1 1 1
   1187   3  38   1 1 1 1
   1188   4  38   1 1 1 1
   1189   5  38   1 1 1 1
   1190   6  38   1 1 1 1
   1191   7  38   1 1 1 1
   1192   8  38   1 1 1 1
   1193   9  38   1 1 1 1
   1194  10  38   1 1 1 1
   1195  11  38   1 1 1 1
   1196  12  38   1 1 1 1
   1197  13  38   1 1 1 1
   1198  14  38   1 1 1 1
   1199  15  38   1 1 1 1
   1200  16  38   1 1 1 1
   1201  17  38   1 1 1 1
   1202  18  38   1 1 1 1
   1203  19  38   1 1 1 1
   1204  20  38   1 1 1 1
   1205  21  38   1 1 1 1
   1206  22  38   1 1 1 1
   1207  23  38   1 1 1 1
   1208  24  38   1 1 1 1
   1209  25  38   1 1 1 1
   1210  26  38   1 1 1 1
   1211  27  38   1 1 1 1
   1212  28  38   1 1 1 1
   1213  29  38   1 1 1 1
   1214  30  38   1 1 1 1
   1215  31  38   1 1 1 1
   1216  32  38   1 1 1 1
   1217   1  39   1 1 1 1
   1218   2  39   1 1 1 1
   1219   3  39   1 1 1 1
   1220   4  39   1 1 1 1
   1221   5  39   1 1 1 1
   1222   6  39   1 1 1 1
   1223   7  39   1 1 1 1
   1224   8  39   1 1 1 1
   1225   9  39   1 1 1 1
   1226  10  39   1 1 1 1
   1227  11  39   1 1 1 1
   1228  12  39   1 1 1 1
   1229  13  39   1 1 1 1
   1230  14  39   1 1 1 1
   1231  15  39   1 1 1 1
   1232  16  39   1 1 1 1
   1233  17  39   1 1 1 1
   1234  18  39   1 1 1 1
   1235  19  39   1 1 1 1
   1236  20  39   1 1 1 1
   1237  21  39   1 1 1 1
   1238  22  39   1 1 1 1
   1239  23  39   1 1 1 1
   1240  24  39   1 1 1 1
   1241  25  39   1 1 1 1
   1242  26  39   1 1 1 1
   1243  27  39   1 1 1 1
   1244  28  39   1 1 1 1
   1245  29  39   1 1 1 1
   1246  30  39   1 1 1 1
   1247  31  39   1 1 1 1
   1248  32  39   1 1 1 1
   1249   1  40   1 1 1 1
   1250   2  40   1 1 1 1
   1251   3  40   1 1 1 1
   1252   4  40   1 1 1 1
   1253   5  40   1 1 1 1
   1254   6  40   1 1 1 1
   1255   7  40   1 1 1 1
   1256   8  40   1 1 1 1
   1257   9  40   1 1 1 1
   1258  10  40   1 1 1 1
   1259  11  40   1 1 1 1
   1260  12  40   1 1 1 1
   1261  13  40   1 1 1 1
   1262  14  40   1 1 1 1
   1263  15  40   1 1 1 1
   1264  16  40   1 1 1 1
   1265  17  40   1 1 1 1
   1266  18  40   1 1 1 1
   1267  19  40   1 1 1 1
   1268  20  40   1 1 1 1
   1269  21  40   1 1 1 1
   1270  22  40   1 1 1 1
   1271  23  40   1 1 1 1
   1272  24  40   1 1 1 1
   1273  25  40   1 1 1 1
   1274  26  40   1 1 1 1
   1275  27  40   1 1 1 1
   1276  28  40   1 1 1 1
   1277  29  40   1 1 1 1
   1278  30  40   1 1 1 1
   1279  31  40   1 1 1 1
   1280  32  40   1 1 1 1
   1281   1  41   1 1 1 1
   1282   2  41   1 1 1 1
   1283   3  41   1 1 1 1
   1284   4  41   1 1 1 1
   1285   5  41   1 1 1 1
   1286   6  41   1 1 1 1
   1287   7  41   1 1 1 1
   1288   8  41   1 1 1 1
   1289   9  41   1 1 1 1
   1290  10  41   1 1 1 1
   1291  11  41   1 1 1 1
   1292  12  41   1 1 1 1
   1293  13  41   1 1 1 1
   1294  14  41   1 1 1 1
   1295  15  41   1 1 1 1
   1296  16  41   1 1 1 1
   1297  17  41   1 1 1 1
   1298  18  41   1 1 1 1
   1299  19  41   1 1 1 1
   1300  20  41   1 1 1 1
   1301  21  41   1 1 1 1
   1302  22  41   1 1 1 1
   1303  23  41   1 1 1 1
   1304  24  41   1 1 1 1
   1305  25  41   1 1 1 1
   1306  26  41   1 1 1 1
   1307  27  41   1 1 1 1
   1308  28  41   1 1 1 1
   1309  29  41   1 1 1 1
   1310  30  41   1 1 1 1
   1311  31  41   1 1 1 1
   1312  32  41   1 1 1 1
   1313   1  42   1 1 1 1
   1314   2  42   1 1 1 1
   1315   3  42   1 1 1 1
   1316   4  42   1 1 1 1
   1317   5  42   1 1 1 1
   1318   6  42   1 1 1 1
   1319   7  42   1 1 1 1
   1320   8  42   1 1 1 1
   1321   9  42   1 1 1 1
   1322  10  42   1 1 1 1
   1323  11  42   1 1 1 1
   1324  12  42   1 1 1 1
   1325  13  42   1 1 1 1
   1326  14  42   1 1 1 1
   1327  15  42   1 1 1 1
   1328  16  42   1 1 1 1
   1329  17  42   1 1 1 1
   1330  18  42   1 1 1 1
   1331  19  42   1 1 1 1
   1332  20  42   1 1 1 1
   1333  21  42   1 1 1 1
   1334  22  42   1 1 1 1
   1335  23  42   1 1 1 1
   1336  24  42   1 1 1 1
   1337  25  42   1 1 1 1
   1338  26  42   1 1 1 1
   1339  27  42   1 1 1 1
   1340  28  42   1 1 1 1
   1341  29  42   1 1 1 1
   1342  30  42   1 1 1 1
   1343  31  42   1 1 1 1
   1344  32  42   1 1 1 1
   1345   1  43   1 1 1 1
   1346   2  43   1 1 1 1
   1347   3  43   1 1 1 1
   1348   4  43   1 1 1 1
   1349   5  43   1 1 1 1
   1350   6  43   1 1 1 1
   1351   7  43   1 1 1 1
   1352   8  43   1 1 1 1
   1353   9  43   1 1 1 1
   1354  10  43   1 1 1 1
   1355  11  43   1 1 1 1
   1356  12  43   1 1 1 1
   1357  13  43   1 1 1 1
   1358  14  43   1 1 1 1
   1359  15  43   1 1 1 1
   1360  16  43   1 1 1 1
   1361  17  43   1 1 1 1
   1362  18  43   1 1 1 1
   1363  19  43   1 1 1 1
   1364  20  43   1 1 1 1
   1365  21  43   1 1 1 1
   1366  22  43   1 1 1 1
   1367  23  43   1 1 1 1
   1368  24  43   1 1 1 1
   1369  25  43   1 1 1 1
   1370  26  43   1 1 1 1
   1371  27  43   1 1 1 1
   1372  28  43   1 1 1 1
   1373  29  43   1 1 1 1
   1374  30  43   1 1 1 1
   1375  31  43   1 1 1 1
   1376  32  43   1 1 1 1
   1377   1  44   1 1 1 1
   1378   2  44   1 1 1 1
   1379   3  44   1 1 1 1
   1380   4  44   1 1 1 1
   1381   5  44   1 1 1 1
   1382   6  44   1 1 1 1
   1383   7  44   1 1 1 1
   1384   8  44   1 1 1 1
   1385   9  44   1 1 1 1
   1386  10  44   1 1 1 1
   1387  11  44   1 1 1 1
   1388  12  44   1 1 1 1
   1389  13  44   1 1 1 1
   1390  14  44   1 1 1 1
   1391  15  44   1 1 1 1
   1392  16  44   1 1 1 1
   1393  17  44   1 1 1 1
   1394  18  44   1 1 1 1
   1395  19  44   1 1 1 1
   1396  20  44   1 1 1 1
   1397  21  44   1 1 1 1
   1398  22  44   1 1 1 1
   1399  23  44   1 1 1 1
   1400  24  44   1 1 1 1
   1401  25  44   1 1 1 1
   1402  26  44   1 1 1 1
   1403  27  44   1 1 1 1
   1404  28  44   1 1 1 1
   1405  29  44   1 1 1 1
   1406  30  44   1 1 1 1
   1407  31  44   1 1 1 1
   1408  32  44   1 1 1 1
   1409   1  45   1 1 1 1
   1410   2  45   1 1 1 1
   1411   3  45   1 1 1 1
   1412   4  45   1 1 1 1
   1413   5  45   1 1 1 1
   1414   6  45   1 1 1 1
   1415   7  45   1 1 1 1
   1416   8  45   1 1 1 1
   1417   9  45   1 1 1 1
   1418  10  45   1 1 1 1
   1419  11  45   1 1 1 1
   1420  12  45   1 1 1 1
   1421  13  45   1 1 1 1
   1422  14  45   1 1 1 1
   1423  15  45   1 1 1 1
   1424  16  45   1 1 1 1
   1425  17  45   1 1 1 1
   1426  18  45   1 1 1 1
   1427  19  45   1 1 1 1
   1428  20  45   1 1 1 1
   1429  21  45   1 1 1 1
   1430  22  45   1 1 1 1
   1431  23  45   1 1 1 1
   1432  24  45   1 1 1 1
   1433  25  45   1 1 1 1
   1434  26  45   1 1 1 1
   1435  27  45   1 1 1 1
   1436  28  45   1 1 1 1
   1437  29  45   1 1 1 1
   1438  30  45   1 1 1 1
   1439  31  45   1 1 1 1
   1440  32  45   1 1 1 1
   1441   1  46   1 1 1 1
   1442   2  46   1 1 1 1
   1443   3  46   1 1 1 1
   1444   4  46   1 1 1 1
   1445   5  46   1 1 1 1
   1446   6  46   1 1 1 1
   1447   7  46   1 1 1 1
   1448   8  46   1 1 1 1
   1449   9  46   1 1 1 1
   1450  10  46   1 1 1 1
   1451  11  46   1 1 1 1
   1452  12  46   1 1 1 1
   1453  13  46   1 1 1 1
   1454  14  46   1 1 1 1
   1455  15  46   1 1 1 1
   1456  16  46   1 1 1 1
   1457  17  46   1 1 1 1
   1458  18  46   1 1 1 1
   1459  19  46   1 1 1 1
   1460  20  46   1 1 1 1
   1461  21  46   1 1 1 1
   1462  22  46   1 1 1 1
   1463  23  46   1 1 1 1
   1464  24  46   1 1 1 1
   1465  25  46   1 1 1 1
   1466  26  46   1 1 1 1
   1467  27  46   1 1 1 1
   1468  28  46   1 1 1 1
   1469  29  46   1 1 1 1
   1470  30  46   1 1 1 1
   1471  31  46   1 1 1 1
   1472  32  46   1 1 1 1
   1473   1  47   1 1 1 1
   1474   2  47   1 1 1 1
   1475   3  47   1 1 1 1
   1476   4  47   1 1 1 1
   1477   5  47   1 1 1 1
   1478   6  47   1 1 1 1
   1479   7  47   1 1 1 1
   1480   8  47   1 1 1 1
   1481   9  47   1 1 1 1
   1482  10  47   1 1 1 1
   1483  11  47   1 1 1 1
   1484  12  47   1 1 1 1
   1485  13  47   1 1 1 1
   1486  14  47   1 1 1 1
   1487  15  47   1 1 1 1
   1488  16  47   1 1 1 1
   1489  17  47   1 1 1 1
   1490  18  47   1 1 1 1
   1491  19  47   1 1 1 1
   1492  20  47   1 1 1 1
   1493  21  47   1 1 1 1
   1494  22  47   1 1 1 1
   1495  23  47   1 1 1 1
   1496  24  47   1 1 1 1
   1497  25  47   1 1 1 1
   1498  26  47   1 1 1 1
   1499  27  47   1 1 1 1
   1500  28  47   1 1 1 1
   1501  29  47   1 1 1 1
   1502  30  47   1 1 1 1
   1503  31  47   1 1 1 1
   1504  32  47   1 1 1 1
   1505   1  48   1 1 1 1
   1506   2  48   1 1 1 1
   1507   3  48   1 1 1 1
   1508   4  48   1 1 1 1
   1509   5  48   1 1 1 1
   1510   6  48   1 1 1 1
   1511   7  48   1 1 1 1
   1512   8  48   1 1 1 1
   1513   9  48   1 1 1 1
   1514  10  48   1 1 1 1
   1515  11  48   1 1 1 1
   1516  12  48   1 1 1 1
   1517  13  48   1 1 1 1
   1518  14  48   1 1 1 1
   1519  15  48   1 1 1 1
   1520  16  48   1 1 1 1
   1521  17  48   1 1 1 1
   1522  18  48   1 1 1 1
   1523  19  48   1 1 1 1
   1524  20  48   1 1 1 1
   1525  21  48   1 1 1 1
   1526  22  48   1 1 1 1
   1527  23  48   1 1 1 1
   1528  24  48   1 1 1 1
   1529  25  48   1 1 1 1
   1530  26  48   1 1 1 1
   1531  27  48   1 1 1 1
   1532  28  48   1 1 1 1
   1533  29  48   1 1 1 1
   1534  30  48   1 1 1 1
   1535  31  48   1 1 1 1
   1536  32  48   1 1 1 1
   1537   1  49   1 1 1 1
   1538   2  49   1 1 1 1
   1539   3  49   1 1 1 1
   1540   4  49   1 1 1 1
   1541   5  49   1 1 1 1
   1542   6  49   1 1 1 1
   1543   7  49   1 1 1 1
   1544   8  49   1 1 1 1
   1545   9  49   1 1 1 1
   1546  10  49   1 1 1 1
   1547  11  49   1 1 1 1
   1548  12  49   1 1 1 1
   1549  13  49   1 1 1 1
   1550  14  49   1 1 1 1
   1551  15  49   1 1 1 1
   1552  16  49   1 1 1 1
   1553  17  49   1 1 1 1
   1554  18  49   1 1 1 1
   1555  19  49   1 1 1 1
   1556  20  49   1 1 1 1
   1557  21  49   1 1 1 1
   1558  22  49   1 1 1 1
   1559  23  49   1 1 1 1
   1560  24  49   1 1 1 1
   1561  25  49   1 1 1 1
   1562  26  49   1 1 1 1
   1563  27  49   1 1 1 1
   1564  28  49   1 1 1 1
   1565  29  49   1 1 1 1
   1566  30  49   1 1 1 1
   1567  31  49   1 1 1 1
   1568  32  49   1 1 1 1
   1569   1  50   1 1 1 1
   1570   2  50   1 1 1 1
   1571   3  50   1 1 1 1
   1572   4  50   1 1 1 1
   1573   5  50   1 1 1 1
   1574   6  50   1 1 1 1
   1575   7  50   1 1 1 1
   1576   8  50   1 1 1 1
   1577   9  50   1 1 1 1
   1578  10  50   1 1 1 1
   1579  11  50   1 1 1 1
   1580  12  50   1 1 1 1
   1581  13  50   1 1 1 1
   1582  14  50   1 1 1 1
   1583  15  50   1 1 1 1
   1584  16  50   1 1 1 1
   1585  17  50   1 1 1 1
   1586  18  50   1 1 1 1
   1587  19  50   1 1 1 1
   1588  20  50   1 1 1 1
   1589  21  50   1 1 1 1
   1590  22  50   1 1 1 1
   1591  23  50   1 1 1 1
   1592  24  50   1 1 1 1
   1593  25  50   1 1 1 1
   1594  26  50   1 1 1 1
   1595  27  50   1 1 1 1
   1596  28  50   1 1 1 1
   1597  29  50   1 1 1 1
   1598  30  50   1 1 1 1
   1599  31  50   1 1 1 1
   1600  32  50   1 1 1 1
   1601   1  51   1 1 1 1
   1602   2  51   1 1 1 1
   1603   3  51   1 1 1 1
   1604   4  51   1 1 1 1
   1605   5  51   1 1 1 1
   1606   6  51   1 1 1 1
   1607   7  51   1 1 1 1
   1608   8  51   1 1 1 1
   1609   9  51   1 1 1 1
   1610  10  51   1 1 1 1
   1611  11  51   1 1 1 1
   1612  12  51   1 1 1 1
   1613  13  51   1 1 1 1
   1614  14  51   1 1 1 1
   1615  15  51   1 1 1 1
   1616  16  51   1 1 1 1
   1617  17  51   1 1 1 1
   1618  18  51   1 1 1 1
   1619  19  51   1 1 1 1
   1620  20  51   1 1 1 1
   1621  21  51   1 1 1 1
   1622  22  51   1 1 1 1
   1623  23  51   1 1 1 1
   1624  24  51   1 1 1 1
   1625  25  51   1 1 1 1
   1626  26  51   1 1 1 1
   1627  27  51   1 1 1 1
   1628  28  51   1 1 1 1
   1629  29  51   1 1 1 1
   1630  30  51   1 1 1 1
   1631  31  51   1 1 1 1
   1632  32  51   1 1 1 1
   1633   1  52   1 1 1 1
   1634   2  52   1 1 1 1
   1635   3  52   1 1 1 1
   1636   4  52   1 1 1 1
   1637   5  52   1 1 1 1
   1638   6  52   1 1 1 1
   1639   7  52   1 1 1 1
   1640   8  52   1 1 1 1
   1641   9  52   1 1 1 1
   1642  10  52   1 1 1 1
   1643  11  52   1 1 1 1
   1644  12  52   1 1 1 1
   1645  13  52   1 1 1 1
   1646  14  52   1 1 1 1
   1647  15  52   1 1 1 1
   1648  16  52   1 1 1 1
   1649  17  52   1 1 1 1
   1650  18  52   1 1 1 1
   1651  19  52   1 1 1 1
   1652  20  52   1 1 1 1
   1653  21  52   1 1 1 1
   1654  22  52   1 1 1 1
   1655  23  52   1 1 1 1
   1656  24  52   1 1 1 1
   1657  25  52   1 1 1 1
   1658  26  52   1 1 1 1
   1659  27  52   1 1 1 1
   1660  28  52   1 1 1 1
   1661  29  52   1 1 1 1
   1662  30  52   1 1 1 1
   1663  31  52   1 1 1 1
   1664  32  52   1 1 1 1
   1665   1  53   1 1 1 1
   1666   2  53   1 1 1 1
   1667   3  53   1 1 1 1
   1668   4  53   1 1 1 1
   1669   5  53   1 1 1 1
   1670   6  53   1 1 1 1
   1671   7  53   1 1 1 1
   1672   8  53   1 1 1 1
   1673   9  53   1 1 1 1
   1674  10  53   1 1 1 1
   1675  11  53   1 1 1 1
   1676  12  53   1 1 1 1
   1677  13  53   1 1 1 1
   1678  14  53   1 1 1 1
   1679  15  53   1 1 1 1
   1680  16  53   1 1 1 1
   1681  17  53   1 1 1 1
   1682  18  53   1 1 1 1
   1683  19  53   1 1 1 1
   1684  20  53   1 1 1 1
   1685  21  53   1 1 1 1
   1686  22  53   1 1 1 1
   1687  23  53   1 1 1 1
   1688  24  53   1 1 1 1
   1689  25  53   1 1 1 1
   1690  26  53   1 1 1 1
   1691  27  53   1 1 1 1
   1692  28  53   1 1 1 1
   1693  29  53   1 1 1 1
   1694  30  53   1 1 1 1
   1695  31  53   1 1 1 1
   1696  32  53   1 1 1 1
   1697   1  54   1 1 1 1
   1698   2  54   1 1 1 1
   1699   3  54   1 1 1 1
   1700   4  54   1 1 1 1
   1701   5  54   1 1 1 1
   1702   6  54   1 1 1 1
   1703   7  54   1 1 1 1
   1704   8  54   1 1 1 1
   1705   9  54   1 1 1 1
   1706  10  54   1 1 1 1
   1707  11  54   1 1 1 1
   1708  12  54   1 1 1 1
   1709  13  54   1 1 1 1
   1710  14  54   1 1 1 1
   1711  15  54   1 1 1 1
   1712  16  54   1 1 1 1
   1713  17  54   1 1 1 1
   1714  18  54   1 1 1 1
   1715  19  54   1 1 1 1
   1716  20  54   1 1 1 1
   1717  21  54   1 1 1 1
   1718  22  54   1 1 1 1
   1719  23  54   1 1 1 1
   1720  24  54   1 1 1 1
   1721  25  54   1 1 1 1
   1722  26  54   1 1 1 1
   1723  27  54   1 1 1 1
   1724  28  54   1 1 1 1
   1725  29  54   1 1 1 1
   1726  30  54   1 1 1 1
   1727  31  54   1 1 1 1
   1728  32  54   1 1 1 1
   1729   1  55   1 1 1 1
   1730   2  55   1 1 1 1
