 >TARCYL  cylindrical target: Length=  1.0000 Diameter= 64.4900
      3260 = NAT
  0.000000  1.000000  0.000000 = A_1 vector
  0.000000  0.000000  1.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.50000   0.00000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
    783  -4   0 -13 1 1 1
    784  -3   0 -13 1 1 1
    785  -2   0 -13 1 1 1
    786  -1   0 -13 1 1 1
    787   0   0 -13 1 1 1
    788   1   0 -13 1 1 1
    789   2   0 -13 1 1 1
    790   3   0 -13 1 1 1
    791   4   0 -13 1 1 1
    792   5   0 -13 1 1 1
    793   6   0 -13 1 1 1
    794   7   0 -13 1 1 1
    795   8   0 -13 1 1 1
    796   9   0 -13 1 1 1
    797  10   0 -13 1 1 1
    798  11   0 -13 1 1 1
    799  12   0 -13 1 1 1
    800  13   0 -13 1 1 1
    801  14   0 -13 1 1 1
    802  15   0 -13 1 1 1
    803  16   0 -13 1 1 1
    804  17   0 -13 1 1 1
    805  18   0 -13 1 1 1
    806  19   0 -13 1 1 1
    807  20   0 -13 1 1 1
    808  21   0 -13 1 1 1
    809  22   0 -13 1 1 1
    810  23   0 -13 1 1 1
    811  24   0 -13 1 1 1
    812  25   0 -13 1 1 1
    813  26   0 -13 1 1 1
    814  27   0 -13 1 1 1
    815  28   0 -13 1 1 1
    816  29   0 -13 1 1 1
    817 -29   0 -12 1 1 1
    818 -28   0 -12 1 1 1
    819 -27   0 -12 1 1 1
    820 -26   0 -12 1 1 1
    821 -25   0 -12 1 1 1
    822 -24   0 -12 1 1 1
    823 -23   0 -12 1 1 1
    824 -22   0 -12 1 1 1
    825 -21   0 -12 1 1 1
    826 -20   0 -12 1 1 1
    827 -19   0 -12 1 1 1
    828 -18   0 -12 1 1 1
    829 -17   0 -12 1 1 1
    830 -16   0 -12 1 1 1
    831 -15   0 -12 1 1 1
    832 -14   0 -12 1 1 1
    833 -13   0 -12 1 1 1
    834 -12   0 -12 1 1 1
    835 -11   0 -12 1 1 1
    836 -10   0 -12 1 1 1
    837  -9   0 -12 1 1 1
    838  -8   0 -12 1 1 1
    839  -7   0 -12 1 1 1
    840  -6   0 -12 1 1 1
    841  -5   0 -12 1 1 1
    842  -4   0 -12 1 1 1
    843  -3   0 -12 1 1 1
    844  -2   0 -12 1 1 1
    845  -1   0 -12 1 1 1
    846   0   0 -12 1 1 1
    847   1   0 -12 1 1 1
    848   2   0 -12 1 1 1
    849   3   0 -12 1 1 1
    850   4   0 -12 1 1 1
    851   5   0 -12 1 1 1
    852   6   0 -12 1 1 1
    853   7   0 -12 1 1 1
    854   8   0 -12 1 1 1
    855   9   0 -12 1 1 1
    856  10   0 -12 1 1 1
    857  11   0 -12 1 1 1
    858  12   0 -12 1 1 1
    859  13   0 -12 1 1 1
    860  14   0 -12 1 1 1
    861  15   0 -12 1 1 1
    862  16   0 -12 1 1 1
    863  17   0 -12 1 1 1
    864  18   0 -12 1 1 1
    865  19   0 -12 1 1 1
    866  20   0 -12 1 1 1
    867  21   0 -12 1 1 1
    868  22   0 -12 1 1 1
    869  23   0 -12 1 1 1
    870  24   0 -12 1 1 1
    871  25   0 -12 1 1 1
    872  26   0 -12 1 1 1
    873  27   0 -12 1 1 1
    874  28   0 -12 1 1 1
    875  29   0 -12 1 1 1
    876  30   0 -12 1 1 1
    877 -29   0 -11 1 1 1
    878 -28   0 -11 1 1 1
    879 -27   0 -11 1 1 1
    880 -26   0 -11 1 1 1
    881 -25   0 -11 1 1 1
    882 -24   0 -11 1 1 1
    883 -23   0 -11 1 1 1
    884 -22   0 -11 1 1 1
    885 -21   0 -11 1 1 1
    886 -20   0 -11 1 1 1
    887 -19   0 -11 1 1 1
    888 -18   0 -11 1 1 1
    889 -17   0 -11 1 1 1
    890 -16   0 -11 1 1 1
    891 -15   0 -11 1 1 1
    892 -14   0 -11 1 1 1
    893 -13   0 -11 1 1 1
    894 -12   0 -11 1 1 1
    895 -11   0 -11 1 1 1
    896 -10   0 -11 1 1 1
    897  -9   0 -11 1 1 1
    898  -8   0 -11 1 1 1
    899  -7   0 -11 1 1 1
    900  -6   0 -11 1 1 1
    901  -5   0 -11 1 1 1
    902  -4   0 -11 1 1 1
    903  -3   0 -11 1 1 1
    904  -2   0 -11 1 1 1
    905  -1   0 -11 1 1 1
    906   0   0 -11 1 1 1
    907   1   0 -11 1 1 1
    908   2   0 -11 1 1 1
    909   3   0 -11 1 1 1
    910   4   0 -11 1 1 1
    911   5   0 -11 1 1 1
    912   6   0 -11 1 1 1
    913   7   0 -11 1 1 1
    914   8   0 -11 1 1 1
    915   9   0 -11 1 1 1
    916  10   0 -11 1 1 1
    917  11   0 -11 1 1 1
    918  12   0 -11 1 1 1
    919  13   0 -11 1 1 1
    920  14   0 -11 1 1 1
    921  15   0 -11 1 1 1
    922  16   0 -11 1 1 1
    923  17   0 -11 1 1 1
    924  18   0 -11 1 1 1
    925  19   0 -11 1 1 1
    926  20   0 -11 1 1 1
    927  21   0 -11 1 1 1
    928  22   0 -11 1 1 1
    929  23   0 -11 1 1 1
    930  24   0 -11 1 1 1
    931  25   0 -11 1 1 1
    932  26   0 -11 1 1 1
    933  27   0 -11 1 1 1
    934  28   0 -11 1 1 1
    935  29   0 -11 1 1 1
    936  30   0 -11 1 1 1
    937 -29   0 -10 1 1 1
    938 -28   0 -10 1 1 1
    939 -27   0 -10 1 1 1
    940 -26   0 -10 1 1 1
    941 -25   0 -10 1 1 1
    942 -24   0 -10 1 1 1
    943 -23   0 -10 1 1 1
    944 -22   0 -10 1 1 1
    945 -21   0 -10 1 1 1
    946 -20   0 -10 1 1 1
    947 -19   0 -10 1 1 1
    948 -18   0 -10 1 1 1
    949 -17   0 -10 1 1 1
    950 -16   0 -10 1 1 1
    951 -15   0 -10 1 1 1
    952 -14   0 -10 1 1 1
    953 -13   0 -10 1 1 1
    954 -12   0 -10 1 1 1
    955 -11   0 -10 1 1 1
    956 -10   0 -10 1 1 1
    957  -9   0 -10 1 1 1
    958  -8   0 -10 1 1 1
    959  -7   0 -10 1 1 1
    960  -6   0 -10 1 1 1
    961  -5   0 -10 1 1 1
    962  -4   0 -10 1 1 1
    963  -3   0 -10 1 1 1
    964  -2   0 -10 1 1 1
    965  -1   0 -10 1 1 1
    966   0   0 -10 1 1 1
    967   1   0 -10 1 1 1
    968   2   0 -10 1 1 1
    969   3   0 -10 1 1 1
    970   4   0 -10 1 1 1
    971   5   0 -10 1 1 1
    972   6   0 -10 1 1 1
    973   7   0 -10 1 1 1
    974   8   0 -10 1 1 1
    975   9   0 -10 1 1 1
    976  10   0 -10 1 1 1
    977  11   0 -10 1 1 1
    978  12   0 -10 1 1 1
    979  13   0 -10 1 1 1
    980  14   0 -10 1 1 1
    981  15   0 -10 1 1 1
    982  16   0 -10 1 1 1
    983  17   0 -10 1 1 1
    984  18   0 -10 1 1 1
    985  19   0 -10 1 1 1
    986  20   0 -10 1 1 1
    987  21   0 -10 1 1 1
    988  22   0 -10 1 1 1
    989  23   0 -10 1 1 1
    990  24   0 -10 1 1 1
    991  25   0 -10 1 1 1
    992  26   0 -10 1 1 1
    993  27   0 -10 1 1 1
    994  28   0 -10 1 1 1
    995  29   0 -10 1 1 1
    996  30   0 -10 1 1 1
    997 -30   0  -9 1 1 1
    998 -29   0  -9 1 1 1
    999 -28   0  -9 1 1 1
   1000 -27   0  -9 1 1 1
   1001 -26   0  -9 1 1 1
   1002 -25   0  -9 1 1 1
   1003 -24   0  -9 1 1 1
   1004 -23   0  -9 1 1 1
   1005 -22   0  -9 1 1 1
   1006 -21   0  -9 1 1 1
   1007 -20   0  -9 1 1 1
   1008 -19   0  -9 1 1 1
   1009 -18   0  -9 1 1 1
   1010 -17   0  -9 1 1 1
   1011 -16   0  -9 1 1 1
   1012 -15   0  -9 1 1 1
   1013 -14   0  -9 1 1 1
   1014 -13   0  -9 1 1 1
   1015 -12   0  -9 1 1 1
   1016 -11   0  -9 1 1 1
   1017 -10   0  -9 1 1 1
   1018  -9   0  -9 1 1 1
   1019  -8   0  -9 1 1 1
   1020  -7   0  -9 1 1 1
   1021  -6   0  -9 1 1 1
   1022  -5   0  -9 1 1 1
   1023  -4   0  -9 1 1 1
   1024  -3   0  -9 1 1 1
   1025  -2   0  -9 1 1 1
   1026  -1   0  -9 1 1 1
   1027   0   0  -9 1 1 1
   1028   1   0  -9 1 1 1
   1029   2   0  -9 1 1 1
   1030   3   0  -9 1 1 1
   1031   4   0  -9 1 1 1
   1032   5   0  -9 1 1 1
   1033   6   0  -9 1 1 1
   1034   7   0  -9 1 1 1
   1035   8   0  -9 1 1 1
   1036   9   0  -9 1 1 1
   1037  10   0  -9 1 1 1
   1038  11   0  -9 1 1 1
   1039  12   0  -9 1 1 1
   1040  13   0  -9 1 1 1
   1041  14   0  -9 1 1 1
   1042  15   0  -9 1 1 1
   1043  16   0  -9 1 1 1
   1044  17   0  -9 1 1 1
   1045  18   0  -9 1 1 1
   1046  19   0  -9 1 1 1
   1047  20   0  -9 1 1 1
   1048  21   0  -9 1 1 1
   1049  22   0  -9 1 1 1
   1050  23   0  -9 1 1 1
   1051  24   0  -9 1 1 1
   1052  25   0  -9 1 1 1
   1053  26   0  -9 1 1 1
   1054  27   0  -9 1 1 1
   1055  28   0  -9 1 1 1
   1056  29   0  -9 1 1 1
   1057  30   0  -9 1 1 1
   1058  31   0  -9 1 1 1
   1059 -30   0  -8 1 1 1
   1060 -29   0  -8 1 1 1
   1061 -28   0  -8 1 1 1
   1062 -27   0  -8 1 1 1
   1063 -26   0  -8 1 1 1
   1064 -25   0  -8 1 1 1
   1065 -24   0  -8 1 1 1
   1066 -23   0  -8 1 1 1
   1067 -22   0  -8 1 1 1
   1068 -21   0  -8 1 1 1
   1069 -20   0  -8 1 1 1
   1070 -19   0  -8 1 1 1
   1071 -18   0  -8 1 1 1
   1072 -17   0  -8 1 1 1
   1073 -16   0  -8 1 1 1
   1074 -15   0  -8 1 1 1
   1075 -14   0  -8 1 1 1
   1076 -13   0  -8 1 1 1
   1077 -12   0  -8 1 1 1
   1078 -11   0  -8 1 1 1
   1079 -10   0  -8 1 1 1
   1080  -9   0  -8 1 1 1
   1081  -8   0  -8 1 1 1
   1082  -7   0  -8 1 1 1
   1083  -6   0  -8 1 1 1
   1084  -5   0  -8 1 1 1
   1085  -4   0  -8 1 1 1
   1086  -3   0  -8 1 1 1
   1087  -2   0  -8 1 1 1
   1088  -1   0  -8 1 1 1
   1089   0   0  -8 1 1 1
   1090   1   0  -8 1 1 1
   1091   2   0  -8 1 1 1
   1092   3   0  -8 1 1 1
   1093   4   0  -8 1 1 1
   1094   5   0  -8 1 1 1
   1095   6   0  -8 1 1 1
   1096   7   0  -8 1 1 1
   1097   8   0  -8 1 1 1
   1098   9   0  -8 1 1 1
   1099  10   0  -8 1 1 1
   1100  11   0  -8 1 1 1
   1101  12   0  -8 1 1 1
   1102  13   0  -8 1 1 1
   1103  14   0  -8 1 1 1
   1104  15   0  -8 1 1 1
   1105  16   0  -8 1 1 1
   1106  17   0  -8 1 1 1
   1107  18   0  -8 1 1 1
   1108  19   0  -8 1 1 1
   1109  20   0  -8 1 1 1
   1110  21   0  -8 1 1 1
   1111  22   0  -8 1 1 1
   1112  23   0  -8 1 1 1
   1113  24   0  -8 1 1 1
   1114  25   0  -8 1 1 1
   1115  26   0  -8 1 1 1
   1116  27   0  -8 1 1 1
   1117  28   0  -8 1 1 1
   1118  29   0  -8 1 1 1
   1119  30   0  -8 1 1 1
   1120  31   0  -8 1 1 1
   1121 -30   0  -7 1 1 1
   1122 -29   0  -7 1 1 1
   1123 -28   0  -7 1 1 1
   1124 -27   0  -7 1 1 1
   1125 -26   0  -7 1 1 1
   1126 -25   0  -7 1 1 1
   1127 -24   0  -7 1 1 1
   1128 -23   0  -7 1 1 1
   1129 -22   0  -7 1 1 1
   1130 -21   0  -7 1 1 1
   1131 -20   0  -7 1 1 1
   1132 -19   0  -7 1 1 1
   1133 -18   0  -7 1 1 1
   1134 -17   0  -7 1 1 1
   1135 -16   0  -7 1 1 1
   1136 -15   0  -7 1 1 1
   1137 -14   0  -7 1 1 1
   1138 -13   0  -7 1 1 1
   1139 -12   0  -7 1 1 1
   1140 -11   0  -7 1 1 1
   1141 -10   0  -7 1 1 1
   1142  -9   0  -7 1 1 1
   1143  -8   0  -7 1 1 1
   1144  -7   0  -7 1 1 1
   1145  -6   0  -7 1 1 1
   1146  -5   0  -7 1 1 1
   1147  -4   0  -7 1 1 1
   1148  -3   0  -7 1 1 1
   1149  -2   0  -7 1 1 1
   1150  -1   0  -7 1 1 1
   1151   0   0  -7 1 1 1
   1152   1   0  -7 1 1 1
   1153   2   0  -7 1 1 1
   1154   3   0  -7 1 1 1
   1155   4   0  -7 1 1 1
   1156   5   0  -7 1 1 1
   1157   6   0  -7 1 1 1
   1158   7   0  -7 1 1 1
   1159   8   0  -7 1 1 1
   1160   9   0  -7 1 1 1
   1161  10   0  -7 1 1 1
   1162  11   0  -7 1 1 1
   1163  12   0  -7 1 1 1
   1164  13   0  -7 1 1 1
   1165  14   0  -7 1 1 1
   1166  15   0  -7 1 1 1
   1167  16   0  -7 1 1 1
   1168  17   0  -7 1 1 1
   1169  18   0  -7 1 1 1
   1170  19   0  -7 1 1 1
   1171  20   0  -7 1 1 1
   1172  21   0  -7 1 1 1
   1173  22   0  -7 1 1 1
   1174  23   0  -7 1 1 1
   1175  24   0  -7 1 1 1
   1176  25   0  -7 1 1 1
   1177  26   0  -7 1 1 1
   1178  27   0  -7 1 1 1
   1179  28   0  -7 1 1 1
   1180  29   0  -7 1 1 1
   1181  30   0  -7 1 1 1
   1182  31   0  -7 1 1 1
   1183 -31   0  -6 1 1 1
   1184 -30   0  -6 1 1 1
   1185 -29   0  -6 1 1 1
   1186 -28   0  -6 1 1 1
   1187 -27   0  -6 1 1 1
   1188 -26   0  -6 1 1 1
   1189 -25   0  -6 1 1 1
   1190 -24   0  -6 1 1 1
   1191 -23   0  -6 1 1 1
   1192 -22   0  -6 1 1 1
   1193 -21   0  -6 1 1 1
   1194 -20   0  -6 1 1 1
   1195 -19   0  -6 1 1 1
   1196 -18   0  -6 1 1 1
   1197 -17   0  -6 1 1 1
   1198 -16   0  -6 1 1 1
   1199 -15   0  -6 1 1 1
   1200 -14   0  -6 1 1 1
   1201 -13   0  -6 1 1 1
   1202 -12   0  -6 1 1 1
   1203 -11   0  -6 1 1 1
   1204 -10   0  -6 1 1 1
   1205  -9   0  -6 1 1 1
   1206  -8   0  -6 1 1 1
   1207  -7   0  -6 1 1 1
   1208  -6   0  -6 1 1 1
   1209  -5   0  -6 1 1 1
   1210  -4   0  -6 1 1 1
   1211  -3   0  -6 1 1 1
   1212  -2   0  -6 1 1 1
   1213  -1   0  -6 1 1 1
   1214   0   0  -6 1 1 1
   1215   1   0  -6 1 1 1
   1216   2   0  -6 1 1 1
   1217   3   0  -6 1 1 1
   1218   4   0  -6 1 1 1
   1219   5   0  -6 1 1 1
   1220   6   0  -6 1 1 1
   1221   7   0  -6 1 1 1
   1222   8   0  -6 1 1 1
   1223   9   0  -6 1 1 1
   1224  10   0  -6 1 1 1
   1225  11   0  -6 1 1 1
   1226  12   0  -6 1 1 1
   1227  13   0  -6 1 1 1
   1228  14   0  -6 1 1 1
   1229  15   0  -6 1 1 1
   1230  16   0  -6 1 1 1
   1231  17   0  -6 1 1 1
   1232  18   0  -6 1 1 1
   1233  19   0  -6 1 1 1
   1234  20   0  -6 1 1 1
   1235  21   0  -6 1 1 1
   1236  22   0  -6 1 1 1
   1237  23   0  -6 1 1 1
   1238  24   0  -6 1 1 1
   1239  25   0  -6 1 1 1
   1240  26   0  -6 1 1 1
   1241  27   0  -6 1 1 1
   1242  28   0  -6 1 1 1
   1243  29   0  -6 1 1 1
   1244  30   0  -6 1 1 1
   1245  31   0  -6 1 1 1
   1246  32   0  -6 1 1 1
   1247 -31   0  -5 1 1 1
   1248 -30   0  -5 1 1 1
   1249 -29   0  -5 1 1 1
   1250 -28   0  -5 1 1 1
   1251 -27   0  -5 1 1 1
   1252 -26   0  -5 1 1 1
   1253 -25   0  -5 1 1 1
   1254 -24   0  -5 1 1 1
   1255 -23   0  -5 1 1 1
   1256 -22   0  -5 1 1 1
   1257 -21   0  -5 1 1 1
   1258 -20   0  -5 1 1 1
   1259 -19   0  -5 1 1 1
   1260 -18   0  -5 1 1 1
   1261 -17   0  -5 1 1 1
   1262 -16   0  -5 1 1 1
   1263 -15   0  -5 1 1 1
   1264 -14   0  -5 1 1 1
   1265 -13   0  -5 1 1 1
   1266 -12   0  -5 1 1 1
   1267 -11   0  -5 1 1 1
   1268 -10   0  -5 1 1 1
   1269  -9   0  -5 1 1 1
   1270  -8   0  -5 1 1 1
   1271  -7   0  -5 1 1 1
   1272  -6   0  -5 1 1 1
   1273  -5   0  -5 1 1 1
   1274  -4   0  -5 1 1 1
   1275  -3   0  -5 1 1 1
   1276  -2   0  -5 1 1 1
   1277  -1   0  -5 1 1 1
   1278   0   0  -5 1 1 1
   1279   1   0  -5 1 1 1
   1280   2   0  -5 1 1 1
   1281   3   0  -5 1 1 1
   1282   4   0  -5 1 1 1
   1283   5   0  -5 1 1 1
   1284   6   0  -5 1 1 1
   1285   7   0  -5 1 1 1
   1286   8   0  -5 1 1 1
   1287   9   0  -5 1 1 1
   1288  10   0  -5 1 1 1
   1289  11   0  -5 1 1 1
   1290  12   0  -5 1 1 1
   1291  13   0  -5 1 1 1
   1292  14   0  -5 1 1 1
   1293  15   0  -5 1 1 1
   1294  16   0  -5 1 1 1
   1295  17   0  -5 1 1 1
   1296  18   0  -5 1 1 1
   1297  19   0  -5 1 1 1
   1298  20   0  -5 1 1 1
   1299  21   0  -5 1 1 1
   1300  22   0  -5 1 1 1
   1301  23   0  -5 1 1 1
   1302  24   0  -5 1 1 1
   1303  25   0  -5 1 1 1
   1304  26   0  -5 1 1 1
   1305  27   0  -5 1 1 1
   1306  28   0  -5 1 1 1
   1307  29   0  -5 1 1 1
   1308  30   0  -5 1 1 1
   1309  31   0  -5 1 1 1
   1310  32   0  -5 1 1 1
   1311 -31   0  -4 1 1 1
   1312 -30   0  -4 1 1 1
   1313 -29   0  -4 1 1 1
   1314 -28   0  -4 1 1 1
   1315 -27   0  -4 1 1 1
   1316 -26   0  -4 1 1 1
   1317 -25   0  -4 1 1 1
   1318 -24   0  -4 1 1 1
   1319 -23   0  -4 1 1 1
   1320 -22   0  -4 1 1 1
   1321 -21   0  -4 1 1 1
   1322 -20   0  -4 1 1 1
   1323 -19   0  -4 1 1 1
   1324 -18   0  -4 1 1 1
   1325 -17   0  -4 1 1 1
   1326 -16   0  -4 1 1 1
   1327 -15   0  -4 1 1 1
   1328 -14   0  -4 1 1 1
   1329 -13   0  -4 1 1 1
   1330 -12   0  -4 1 1 1
   1331 -11   0  -4 1 1 1
   1332 -10   0  -4 1 1 1
   1333  -9   0  -4 1 1 1
   1334  -8   0  -4 1 1 1
   1335  -7   0  -4 1 1 1
   1336  -6   0  -4 1 1 1
   1337  -5   0  -4 1 1 1
   1338  -4   0  -4 1 1 1
   1339  -3   0  -4 1 1 1
   1340  -2   0  -4 1 1 1
   1341  -1   0  -4 1 1 1
   1342   0   0  -4 1 1 1
   1343   1   0  -4 1 1 1
   1344   2   0  -4 1 1 1
   1345   3   0  -4 1 1 1
   1346   4   0  -4 1 1 1
   1347   5   0  -4 1 1 1
   1348   6   0  -4 1 1 1
   1349   7   0  -4 1 1 1
   1350   8   0  -4 1 1 1
   1351   9   0  -4 1 1 1
   1352  10   0  -4 1 1 1
   1353  11   0  -4 1 1 1
   1354  12   0  -4 1 1 1
   1355  13   0  -4 1 1 1
   1356  14   0  -4 1 1 1
   1357  15   0  -4 1 1 1
   1358  16   0  -4 1 1 1
   1359  17   0  -4 1 1 1
   1360  18   0  -4 1 1 1
   1361  19   0  -4 1 1 1
   1362  20   0  -4 1 1 1
   1363  21   0  -4 1 1 1
   1364  22   0  -4 1 1 1
   1365  23   0  -4 1 1 1
   1366  24   0  -4 1 1 1
   1367  25   0  -4 1 1 1
   1368  26   0  -4 1 1 1
   1369  27   0  -4 1 1 1
   1370  28   0  -4 1 1 1
   1371  29   0  -4 1 1 1
   1372  30   0  -4 1 1 1
   1373  31   0  -4 1 1 1
   1374  32   0  -4 1 1 1
   1375 -31   0  -3 1 1 1
   1376 -30   0  -3 1 1 1
   1377 -29   0  -3 1 1 1
   1378 -28   0  -3 1 1 1
   1379 -27   0  -3 1 1 1
   1380 -26   0  -3 1 1 1
   1381 -25   0  -3 1 1 1
   1382 -24   0  -3 1 1 1
   1383 -23   0  -3 1 1 1
   1384 -22   0  -3 1 1 1
   1385 -21   0  -3 1 1 1
   1386 -20   0  -3 1 1 1
   1387 -19   0  -3 1 1 1
   1388 -18   0  -3 1 1 1
   1389 -17   0  -3 1 1 1
   1390 -16   0  -3 1 1 1
   1391 -15   0  -3 1 1 1
   1392 -14   0  -3 1 1 1
   1393 -13   0  -3 1 1 1
   1394 -12   0  -3 1 1 1
   1395 -11   0  -3 1 1 1
   1396 -10   0  -3 1 1 1
   1397  -9   0  -3 1 1 1
   1398  -8   0  -3 1 1 1
   1399  -7   0  -3 1 1 1
   1400  -6   0  -3 1 1 1
   1401  -5   0  -3 1 1 1
   1402  -4   0  -3 1 1 1
   1403  -3   0  -3 1 1 1
   1404  -2   0  -3 1 1 1
   1405  -1   0  -3 1 1 1
   1406   0   0  -3 1 1 1
   1407   1   0  -3 1 1 1
   1408   2   0  -3 1 1 1
   1409   3   0  -3 1 1 1
   1410   4   0  -3 1 1 1
   1411   5   0  -3 1 1 1
   1412   6   0  -3 1 1 1
   1413   7   0  -3 1 1 1
   1414   8   0  -3 1 1 1
   1415   9   0  -3 1 1 1
   1416  10   0  -3 1 1 1
   1417  11   0  -3 1 1 1
   1418  12   0  -3 1 1 1
   1419  13   0  -3 1 1 1
   1420  14   0  -3 1 1 1
   1421  15   0  -3 1 1 1
   1422  16   0  -3 1 1 1
   1423  17   0  -3 1 1 1
   1424  18   0  -3 1 1 1
   1425  19   0  -3 1 1 1
   1426  20   0  -3 1 1 1
   1427  21   0  -3 1 1 1
   1428  22   0  -3 1 1 1
   1429  23   0  -3 1 1 1
   1430  24   0  -3 1 1 1
   1431  25   0  -3 1 1 1
   1432  26   0  -3 1 1 1
   1433  27   0  -3 1 1 1
   1434  28   0  -3 1 1 1
   1435  29   0  -3 1 1 1
   1436  30   0  -3 1 1 1
   1437  31   0  -3 1 1 1
   1438  32   0  -3 1 1 1
   1439 -31   0  -2 1 1 1
   1440 -30   0  -2 1 1 1
   1441 -29   0  -2 1 1 1
   1442 -28   0  -2 1 1 1
   1443 -27   0  -2 1 1 1
   1444 -26   0  -2 1 1 1
   1445 -25   0  -2 1 1 1
   1446 -24   0  -2 1 1 1
   1447 -23   0  -2 1 1 1
   1448 -22   0  -2 1 1 1
   1449 -21   0  -2 1 1 1
   1450 -20   0  -2 1 1 1
   1451 -19   0  -2 1 1 1
   1452 -18   0  -2 1 1 1
   1453 -17   0  -2 1 1 1
   1454 -16   0  -2 1 1 1
   1455 -15   0  -2 1 1 1
   1456 -14   0  -2 1 1 1
   1457 -13   0  -2 1 1 1
   1458 -12   0  -2 1 1 1
   1459 -11   0  -2 1 1 1
   1460 -10   0  -2 1 1 1
   1461  -9   0  -2 1 1 1
   1462  -8   0  -2 1 1 1
   1463  -7   0  -2 1 1 1
   1464  -6   0  -2 1 1 1
   1465  -5   0  -2 1 1 1
   1466  -4   0  -2 1 1 1
   1467  -3   0  -2 1 1 1
   1468  -2   0  -2 1 1 1
   1469  -1   0  -2 1 1 1
   1470   0   0  -2 1 1 1
   1471   1   0  -2 1 1 1
   1472   2   0  -2 1 1 1
   1473   3   0  -2 1 1 1
   1474   4   0  -2 1 1 1
   1475   5   0  -2 1 1 1
   1476   6   0  -2 1 1 1
   1477   7   0  -2 1 1 1
   1478   8   0  -2 1 1 1
   1479   9   0  -2 1 1 1
   1480  10   0  -2 1 1 1
   1481  11   0  -2 1 1 1
   1482  12   0  -2 1 1 1
   1483  13   0  -2 1 1 1
   1484  14   0  -2 1 1 1
   1485  15   0  -2 1 1 1
   1486  16   0  -2 1 1 1
   1487  17   0  -2 1 1 1
   1488  18   0  -2 1 1 1
   1489  19   0  -2 1 1 1
   1490  20   0  -2 1 1 1
   1491  21   0  -2 1 1 1
   1492  22   0  -2 1 1 1
   1493  23   0  -2 1 1 1
   1494  24   0  -2 1 1 1
   1495  25   0  -2 1 1 1
   1496  26   0  -2 1 1 1
   1497  27   0  -2 1 1 1
   1498  28   0  -2 1 1 1
   1499  29   0  -2 1 1 1
   1500  30   0  -2 1 1 1
   1501  31   0  -2 1 1 1
   1502  32   0  -2 1 1 1
   1503 -31   0  -1 1 1 1
   1504 -30   0  -1 1 1 1
   1505 -29   0  -1 1 1 1
   1506 -28   0  -1 1 1 1
   1507 -27   0  -1 1 1 1
   1508 -26   0  -1 1 1 1
   1509 -25   0  -1 1 1 1
   1510 -24   0  -1 1 1 1
   1511 -23   0  -1 1 1 1
   1512 -22   0  -1 1 1 1
   1513 -21   0  -1 1 1 1
   1514 -20   0  -1 1 1 1
   1515 -19   0  -1 1 1 1
   1516 -18   0  -1 1 1 1
   1517 -17   0  -1 1 1 1
   1518 -16   0  -1 1 1 1
   1519 -15   0  -1 1 1 1
   1520 -14   0  -1 1 1 1
   1521 -13   0  -1 1 1 1
   1522 -12   0  -1 1 1 1
   1523 -11   0  -1 1 1 1
   1524 -10   0  -1 1 1 1
   1525  -9   0  -1 1 1 1
   1526  -8   0  -1 1 1 1
   1527  -7   0  -1 1 1 1
   1528  -6   0  -1 1 1 1
   1529  -5   0  -1 1 1 1
   1530  -4   0  -1 1 1 1
   1531  -3   0  -1 1 1 1
   1532  -2   0  -1 1 1 1
   1533  -1   0  -1 1 1 1
   1534   0   0  -1 1 1 1
   1535   1   0  -1 1 1 1
   1536   2   0  -1 1 1 1
   1537   3   0  -1 1 1 1
   1538   4   0  -1 1 1 1
   1539   5   0  -1 1 1 1
   1540   6   0  -1 1 1 1
   1541   7   0  -1 1 1 1
   1542   8   0  -1 1 1 1
   1543   9   0  -1 1 1 1
   1544  10   0  -1 1 1 1
   1545  11   0  -1 1 1 1
   1546  12   0  -1 1 1 1
   1547  13   0  -1 1 1 1
   1548  14   0  -1 1 1 1
   1549  15   0  -1 1 1 1
   1550  16   0  -1 1 1 1
   1551  17   0  -1 1 1 1
   1552  18   0  -1 1 1 1
   1553  19   0  -1 1 1 1
   1554  20   0  -1 1 1 1
   1555  21   0  -1 1 1 1
   1556  22   0  -1 1 1 1
   1557  23   0  -1 1 1 1
   1558  24   0  -1 1 1 1
   1559  25   0  -1 1 1 1
   1560  26   0  -1 1 1 1
   1561  27   0  -1 1 1 1
   1562  28   0  -1 1 1 1
   1563  29   0  -1 1 1 1
   1564  30   0  -1 1 1 1
   1565  31   0  -1 1 1 1
   1566  32   0  -1 1 1 1
   1567 -31   0   0 1 1 1
   1568 -30   0   0 1 1 1
   1569 -29   0   0 1 1 1
   1570 -28   0   0 1 1 1
   1571 -27   0   0 1 1 1
   1572 -26   0   0 1 1 1
   1573 -25   0   0 1 1 1
   1574 -24   0   0 1 1 1
   1575 -23   0   0 1 1 1
   1576 -22   0   0 1 1 1
   1577 -21   0   0 1 1 1
   1578 -20   0   0 1 1 1
   1579 -19   0   0 1 1 1
   1580 -18   0   0 1 1 1
   1581 -17   0   0 1 1 1
   1582 -16   0   0 1 1 1
   1583 -15   0   0 1 1 1
